***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Tue Feb  5 10:07:05 2019

Options:

--sbayes R
--ldm ../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_1.ma
--out sim_1
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
15919 SNPs to be included from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_1.ma].
15919 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15919 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 4796.67 sd 1.48613e+06.
LD matrix diagnal mean 1.00391 sd 0.0523117.
Read LD matrix for 15919 SNPs (time used: 0:0:2).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect   -0.000    0.122
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.478   19.774
                     MME right-hand-side    0.059   20.572
                    LD sampling variance    1.298    0.076
                                LD score   17.359   15.140

Approximate BayesR model fitted.
scale factor: 6.2818e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    160       0.9747       0.0023       0.0015       0.0215         417        0.0003       0.8954       0.1094       0.1089       0.0001        0:3:4   
    170       0.9636       0.0023       0.0040       0.0301         544        0.0002       0.9043       0.0874       0.0881       0.0001       0:2:53   
    180       0.9521       0.0051       0.0077       0.0351         755        0.0001       0.8524       0.0743       0.0801       0.0001       0:2:43   
    190       0.9479       0.0102       0.0093       0.0326         807        0.0001       0.9396       0.0628       0.0626       0.0001       0:2:34   
    200       0.9511       0.0074       0.0058       0.0358         757        0.0001       0.9818       0.0532       0.0514       0.0001       0:2:27   
    210       0.9621       0.0068       0.0021       0.0290         610        0.0001       1.0142       0.0337       0.0321       0.0001       0:2:19   
    220       0.9678       0.0060       0.0005       0.0256         517        0.0001       1.0479       0.0355       0.0327       0.0001       0:2:57   
    230       0.9671       0.0098       0.0016       0.0214         489        0.0001       0.8867       0.0264       0.0289       0.0001       0:2:49   
    240       0.9621       0.0146       0.0026       0.0206         612        0.0001       1.0703       0.0232       0.0212       0.0001       0:2:42   
    250       0.9685       0.0156       0.0021       0.0138         507        0.0001       0.9723       0.0225       0.0226       0.0001       0:2:36   
    260       0.9673       0.0110       0.0051       0.0167         533        0.0001       1.0207       0.0329       0.0312       0.0001       0:2:29   
    270       0.9666       0.0136       0.0037       0.0161         497        0.0001       1.0226       0.0178       0.0171       0.0001       0:2:24   
    280       0.9668       0.0119       0.0070       0.0144         534        0.0001       0.9179       0.0212       0.0226       0.0001       0:2:18   
    290       0.9618       0.0135       0.0102       0.0145         583        0.0001       1.1509       0.0217       0.0185       0.0001       0:2:13   
    300       0.9622       0.0117       0.0068       0.0193         600        0.0001       0.9671       0.0449       0.0444       0.0001        0:2:9   
    310       0.9569       0.0123       0.0073       0.0236         681        0.0001       0.9462       0.0346       0.0353       0.0000       0:2:36   
    320       0.9480       0.0137       0.0065       0.0318         798        0.0001       0.9076       0.0539       0.0560       0.0000       0:2:31   
    330       0.9602       0.0139       0.0052       0.0206         647        0.0001       1.0013       0.0493       0.0469       0.0000       0:2:26   
    340       0.9680       0.0120       0.0038       0.0163         499        0.0001       1.1200       0.0315       0.0274       0.0000       0:2:22   
    350       0.9684       0.0131       0.0020       0.0165         502        0.0001       0.8986       0.0247       0.0268       0.0000       0:2:17   
    360       0.9656       0.0182       0.0017       0.0145         588        0.0001       1.0817       0.0215       0.0195       0.0000       0:2:40   
    370       0.9646       0.0190       0.0005       0.0159         575        0.0001       0.9621       0.0230       0.0233       0.0000       0:2:36   
    380       0.9595       0.0176       0.0001       0.0228         681        0.0001       0.8230       0.0496       0.0568       0.0000       0:2:31   
    390       0.9597       0.0129       0.0012       0.0262         628        0.0001       1.0009       0.0343       0.0331       0.0000       0:2:27   
    400       0.9622       0.0125       0.0014       0.0239         618        0.0001       1.0932       0.0342       0.0304       0.0000       0:2:24   
    410       0.9557       0.0178       0.0020       0.0244         748        0.0001       1.0099       0.0390       0.0372       0.0000       0:2:20   
    420       0.9447       0.0226       0.0025       0.0303         900        0.0001       0.8708       0.0562       0.0606       0.0000       0:2:16   
    430       0.9426       0.0173       0.0003       0.0399         936        0.0001       0.8775       0.0592       0.0632       0.0000       0:2:35   
    440       0.9539       0.0151       0.0012       0.0297         742        0.0001       0.9095       0.0575       0.0594       0.0000       0:2:32   
    450       0.9551       0.0187       0.0029       0.0233         709        0.0002       0.9164       0.0603       0.0617       0.0000       0:2:28   
    460       0.9546       0.0171       0.0042       0.0240         733        0.0002       1.0281       0.0751       0.0681       0.0000       0:2:25   
    470       0.9505       0.0161       0.0042       0.0292         780        0.0001       0.9690       0.0642       0.0622       0.0000       0:2:21   
    480       0.9404       0.0178       0.0077       0.0341         917        0.0002       0.8564       0.1081       0.1121       0.0000       0:2:18   
    490       0.9334       0.0186       0.0124       0.0356        1015        0.0002       0.9251       0.1354       0.1276       0.0000       0:2:35   
    500       0.9394       0.0128       0.0098       0.0380         928        0.0002       0.9324       0.1227       0.1163       0.0000       0:2:32   
    510       0.9397       0.0101       0.0070       0.0432         923        0.0003       0.6958       0.1883       0.2130       0.0001       0:2:28   
    520       0.9402       0.0129       0.0037       0.0432         918        0.0002       0.8371       0.1405       0.1437       0.0001       0:2:25   
    530       0.9360       0.0148       0.0056       0.0435        1033        0.0002       0.8511       0.1296       0.1321       0.0001       0:2:22   
    540       0.9299       0.0182       0.0100       0.0418        1108        0.0002       0.9445       0.1217       0.1141       0.0001       0:2:37   
    550       0.9274       0.0190       0.0077       0.0459        1086        0.0002       0.9267       0.1229       0.1171       0.0001       0:2:34   
    560       0.9187       0.0195       0.0097       0.0521        1274        0.0001       0.8501       0.1143       0.1185       0.0001       0:2:31   
    570       0.9041       0.0302       0.0094       0.0564        1556        0.0001       0.9473       0.1250       0.1165       0.0001       0:2:28   
    580       0.9037       0.0313       0.0060       0.0590        1573        0.0002       0.8280       0.1780       0.1770       0.0001       0:2:42   
    590       0.9077       0.0322       0.0029       0.0572        1450        0.0002       0.8127       0.2099       0.2053       0.0001       0:2:39   
    600       0.9111       0.0336       0.0014       0.0538        1392        0.0002       0.8782       0.1805       0.1705       0.0001       0:2:36   
    610       0.9181       0.0295       0.0025       0.0499        1334        0.0002       0.8399       0.1610       0.1609       0.0001       0:2:33   
    620       0.9206       0.0185       0.0003       0.0606        1213        0.0002       0.7736       0.1803       0.1890       0.0001       0:2:46   
    630       0.9266       0.0238       0.0005       0.0491        1184        0.0002       0.8830       0.2007       0.1852       0.0001       0:2:43   
    640       0.9252       0.0220       0.0002       0.0526        1181        0.0002       0.7814       0.1775       0.1851       0.0001       0:2:40   
    650       0.9301       0.0149       0.0005       0.0545        1104        0.0002       0.9851       0.1747       0.1507       0.0001       0:2:38   
    660       0.9188       0.0205       0.0011       0.0596        1292        0.0002       0.9705       0.1852       0.1602       0.0001       0:2:35   
    670       0.9163       0.0144       0.0000       0.0693        1307        0.0002       0.8106       0.2406       0.2289       0.0001       0:2:47   
    680       0.9131       0.0124       0.0001       0.0745        1405        0.0002       0.7415       0.2735       0.2695       0.0001       0:2:44   
    690       0.9014       0.0108       0.0003       0.0876        1549        0.0001       0.7531       0.1984       0.2086       0.0001       0:2:41   
    700       0.8970       0.0093       0.0013       0.0924        1619        0.0001       0.7512       0.2004       0.2106       0.0001       0:2:39   
    710       0.8957       0.0057       0.0017       0.0970        1724        0.0001       0.7533       0.1993       0.2092       0.0001       0:2:50   
    720       0.9012       0.0126       0.0020       0.0842        1557        0.0001       0.8309       0.1632       0.1642       0.0001       0:2:47   
    730       0.9048       0.0129       0.0009       0.0815        1496        0.0001       0.7650       0.1774       0.1882       0.0001       0:2:45   
    740       0.9123       0.0069       0.0024       0.0784        1436        0.0001       0.8307       0.1346       0.1394       0.0001       0:2:42   
    750       0.9209       0.0073       0.0014       0.0704        1349        0.0001       0.8898       0.1100       0.1100       0.0001       0:2:52   
    760       0.9166       0.0102       0.0027       0.0705        1396        0.0001       0.8319       0.1231       0.1289       0.0001       0:2:50   
    770       0.8961       0.0055       0.0044       0.0941        1643        0.0001       0.9465       0.1462       0.1338       0.0001       0:2:47   
    780       0.8798       0.0027       0.0044       0.1131        1891        0.0001       0.7698       0.2197       0.2220       0.0001       0:2:45   
    790       0.8919       0.0032       0.0034       0.1015        1724        0.0001       0.7649       0.1700       0.1818       0.0001       0:2:43   
    800       0.8948       0.0032       0.0013       0.1006        1661        0.0001       0.8222       0.1851       0.1837       0.0001       0:2:52   
    810       0.9119       0.0019       0.0010       0.0852        1421        0.0001       0.8526       0.1781       0.1728       0.0001       0:2:50   
    820       0.9047       0.0021       0.0009       0.0923        1451        0.0001       0.9687       0.1207       0.1108       0.0001       0:2:47   
    830       0.9045       0.0032       0.0033       0.0889        1529        0.0001       0.8249       0.1142       0.1216       0.0001       0:2:45   
    840       0.9074       0.0053       0.0015       0.0858        1527        0.0001       0.8468       0.1120       0.1168       0.0001       0:2:54   
    850       0.8996       0.0083       0.0018       0.0902        1542        0.0001       1.0185       0.0958       0.0860       0.0001       0:2:52   
    860       0.8994       0.0098       0.0049       0.0859        1611        0.0001       0.9394       0.1088       0.1038       0.0001       0:2:50   
    870       0.9064       0.0096       0.0027       0.0812        1485        0.0001       0.8195       0.1007       0.1094       0.0001       0:2:47   
    880       0.9026       0.0133       0.0008       0.0834        1516        0.0001       0.9964       0.0922       0.0847       0.0001       0:2:56   
    890       0.8906       0.0121       0.0006       0.0967        1697        0.0001       0.8099       0.1197       0.1288       0.0001       0:2:54   
    900       0.8956       0.0130       0.0039       0.0874        1677        0.0001       0.9868       0.1040       0.0954       0.0001       0:2:51   
    910       0.8771       0.0206       0.0068       0.0955        1911        0.0001       0.8987       0.1114       0.1103       0.0001       0:2:49   
    920       0.8683       0.0266       0.0136       0.0915        2062        0.0001       0.8252       0.0967       0.1049       0.0001       0:2:57   
    930       0.8580       0.0224       0.0167       0.1029        2229        0.0001       0.8405       0.1096       0.1154       0.0001       0:2:55   
    940       0.8429       0.0285       0.0231       0.1055        2535        0.0001       0.9000       0.1222       0.1195       0.0001       0:2:53   
    950       0.8298       0.0244       0.0304       0.1153        2651        0.0001       0.7476       0.1176       0.1360       0.0001        0:3:1   
    960       0.8121       0.0327       0.0291       0.1261        2958        0.0001       0.9679       0.1317       0.1198       0.0001       0:2:58   
    970       0.8107       0.0484       0.0247       0.1161        2959        0.0001       0.8496       0.1286       0.1314       0.0001       0:2:56   
    980       0.7881       0.0420       0.0323       0.1376        3332        0.0001       0.8433       0.1509       0.1517       0.0001        0:3:4   
    990       0.7933       0.0404       0.0343       0.1319        3242        0.0001       0.9172       0.1228       0.1181       0.0001        0:3:2   
   1000       0.7822       0.0441       0.0312       0.1425        3470        0.0001       1.0915       0.1289       0.1056       0.0001        0:3:9   
   1010       0.7873       0.0413       0.0321       0.1393        3363        0.0000       0.9783       0.0984       0.0914       0.0001        0:3:6   
   1020       0.7870       0.0368       0.0282       0.1480        3352        0.0001       0.9135       0.1239       0.1194       0.0001       0:3:13   
   1030       0.7799       0.0391       0.0257       0.1553        3497        0.0000       0.7943       0.1173       0.1287       0.0001       0:3:11   
   1040       0.7648       0.0394       0.0458       0.1500        3787        0.0001       0.9083       0.1204       0.1170       0.0001        0:3:9   
   1050       0.7547       0.0424       0.0431       0.1597        3909        0.0001       0.7359       0.1395       0.1594       0.0001       0:3:16   
   1060       0.7499       0.0357       0.0471       0.1673        3892        0.0001       0.8074       0.1687       0.1728       0.0001       0:3:13   
   1070       0.7400       0.0508       0.0515       0.1578        4094        0.0001       0.8245       0.1799       0.1792       0.0001       0:3:20   
   1080       0.7204       0.0591       0.0632       0.1573        4454        0.0001       0.8709       0.1697       0.1631       0.0001       0:3:18   
   1090       0.7076       0.0632       0.0618       0.1674        4729        0.0001       0.8227       0.2149       0.2071       0.0001       0:3:24   
   1100       0.7097       0.0704       0.0631       0.1569        4686        0.0001       0.7946       0.1954       0.1974       0.0001       0:3:22   
   1110       0.7236       0.0761       0.0582       0.1421        4367        0.0001       0.8138       0.1777       0.1792       0.0002       0:3:28   
   1120       0.6790       0.0874       0.0771       0.1564        5138        0.0001       0.7861       0.2136       0.2137       0.0002       0:3:34   
   1130       0.6589       0.0862       0.0958       0.1591        5498        0.0001       0.7697       0.2195       0.2219       0.0002       0:3:31   
   1140       0.6675       0.0741       0.0921       0.1663        5294        0.0001       0.7879       0.2295       0.2256       0.0002       0:3:37   
   1150       0.6793       0.0673       0.0947       0.1587        5160        0.0001       0.9247       0.2287       0.1983       0.0002       0:3:35   
   1160       0.6782       0.0678       0.1228       0.1312        5081        0.0001       0.7567       0.2167       0.2226       0.0002       0:3:41   
   1170       0.7146       0.0572       0.1063       0.1219        4470        0.0001       0.6940       0.1781       0.2043       0.0002       0:3:38   
   1180       0.6939       0.0686       0.1146       0.1229        4899        0.0001       0.8063       0.1910       0.1915       0.0002       0:3:44   
   1190       0.6832       0.0649       0.1159       0.1360        4949        0.0001       0.8073       0.2694       0.2502       0.0002       0:3:49   
   1200       0.6549       0.0657       0.1256       0.1539        5485        0.0001       0.7794       0.2956       0.2750       0.0002       0:3:47   
   1210       0.6411       0.0708       0.1371       0.1511        5731        0.0001       0.8559       0.2839       0.2491       0.0002       0:3:52   
   1220       0.6168       0.0579       0.1717       0.1536        6168        0.0001       0.7385       0.2828       0.2769       0.0002       0:3:50   
   1230       0.6137       0.0563       0.1757       0.1544        6085        0.0001       0.8297       0.2909       0.2596       0.0002       0:3:55   
   1240       0.5961       0.0600       0.1802       0.1637        6405        0.0001       0.9771       0.2603       0.2104       0.0002        0:4:0   
   1250       0.5932       0.0728       0.1803       0.1537        6374        0.0001       0.8582       0.2619       0.2338       0.0002       0:3:58   
   1260       0.5822       0.0664       0.1935       0.1579        6723        0.0001       0.7583       0.2458       0.2448       0.0002        0:4:2   
   1270       0.5757       0.0675       0.2182       0.1387        6694        0.0001       0.7378       0.2248       0.2336       0.0002        0:4:7   
   1280       0.5623       0.0533       0.2309       0.1536        6995        0.0001       0.7034       0.3000       0.2990       0.0002        0:4:5   
   1290       0.5344       0.0554       0.2567       0.1535        7321        0.0001       0.6960       0.2811       0.2877       0.0002        0:4:9   
   1300       0.5385       0.0663       0.2550       0.1401        7253        0.0001       0.7692       0.2790       0.2662       0.0002       0:4:14   
   1310       0.5402       0.0558       0.2597       0.1443        7310        0.0001       0.8167       0.2841       0.2581       0.0002       0:4:18   
   1320       0.5502       0.0561       0.2627       0.1309        7096        0.0001       0.8514       0.2147       0.2014       0.0002       0:4:16   
   1330       0.5471       0.0674       0.2595       0.1260        7176        0.0001       0.8639       0.1752       0.1686       0.0002       0:4:20   
   1340       0.5370       0.0714       0.2643       0.1273        7524        0.0001       0.8239       0.2040       0.1985       0.0002       0:4:24   
   1350       0.5095       0.0510       0.2925       0.1469        7771        0.0001       0.7978       0.2390       0.2305       0.0002       0:4:29   
   1360       0.4993       0.0486       0.3095       0.1425        7900        0.0001       0.7918       0.1924       0.1955       0.0002       0:4:26   
   1370       0.4928       0.0704       0.3009       0.1359        7935        0.0001       0.7852       0.1768       0.1838       0.0002       0:4:30   
   1380       0.4841       0.0678       0.3065       0.1416        8146        0.0001       0.9102       0.2075       0.1856       0.0002       0:4:34   
   1390       0.4527       0.0671       0.3373       0.1429        8759        0.0001       0.6984       0.2318       0.2492       0.0002       0:4:38   
   1400       0.4608       0.0775       0.3234       0.1384        8539        0.0001       0.7071       0.2385       0.2522       0.0002       0:4:42   
   1410       0.4276       0.1006       0.3241       0.1478        9185        0.0001       0.8066       0.2149       0.2104       0.0003       0:4:40   
   1420       0.4650       0.0875       0.3115       0.1360        8558        0.0001       0.8192       0.2019       0.1977       0.0003       0:4:43   
   1430       0.4532       0.0824       0.3120       0.1524        8665        0.0001       0.7490       0.2005       0.2112       0.0003       0:4:47   
   1440       0.4525       0.0683       0.3205       0.1587        8712        0.0001       0.9755       0.2104       0.1774       0.0003       0:4:51   
   1450       0.4577       0.0642       0.3047       0.1735        8660        0.0001       0.8449       0.2331       0.2162       0.0003       0:4:54   
   1460       0.4536       0.0609       0.3136       0.1718        8701        0.0001       0.8486       0.2214       0.2069       0.0003       0:4:58   
   1470       0.4830       0.0587       0.3013       0.1569        8199        0.0001       0.8698       0.1647       0.1592       0.0003       0:4:55   
   1480       0.4766       0.0580       0.3005       0.1648        8289        0.0001       0.8050       0.1934       0.1937       0.0003       0:4:59   
   1490       0.4845       0.0625       0.2886       0.1645        8123        0.0001       0.7454       0.1980       0.2098       0.0003        0:5:2   
   1500       0.4896       0.0841       0.2778       0.1484        8268        0.0001       0.8798       0.1866       0.1750       0.0003        0:5:6   
   1510       0.4919       0.0700       0.2855       0.1526        8137        0.0001       0.8078       0.1899       0.1903       0.0003        0:5:9   
   1520       0.5269       0.0638       0.2621       0.1471        7527        0.0001       0.7798       0.1837       0.1906       0.0003        0:5:6   
   1530       0.5284       0.0760       0.2596       0.1360        7499        0.0001       0.8326       0.1914       0.1870       0.0003       0:5:10   
   1540       0.5346       0.0585       0.2608       0.1461        7413        0.0001       0.9571       0.1976       0.1711       0.0003       0:5:13   
   1550       0.5336       0.0603       0.2595       0.1466        7433        0.0001       0.8555       0.1651       0.1617       0.0003       0:5:10   
   1560       0.5170       0.0659       0.2723       0.1448        7675        0.0001       0.7472       0.1745       0.1894       0.0003       0:5:13   
   1570       0.5280       0.0666       0.2812       0.1242        7494        0.0001       0.8864       0.1684       0.1597       0.0003       0:5:16   
   1580       0.5201       0.0673       0.2916       0.1209        7610        0.0001       0.7750       0.1669       0.1772       0.0003       0:5:19   
   1590       0.5212       0.0862       0.2863       0.1063        7786        0.0001       0.7809       0.1784       0.1860       0.0003       0:5:17   
   1600       0.4715       0.1067       0.3190       0.1028        8239        0.0001       0.7877       0.1698       0.1773       0.0003       0:5:20   
   1610       0.4238       0.1171       0.3409       0.1183        9144        0.0001       0.8570       0.1747       0.1693       0.0003       0:5:23   
   1620       0.4266       0.1150       0.3377       0.1208        9108        0.0001       0.8379       0.1508       0.1525       0.0003       0:5:25   
   1630       0.4180       0.1042       0.3548       0.1230        9203        0.0001       0.7925       0.1671       0.1741       0.0003       0:5:28   
   1640       0.4344       0.0934       0.3391       0.1331        9050        0.0001       0.7396       0.1957       0.2092       0.0003       0:5:31   
   1650       0.4322       0.0835       0.3496       0.1347        8997        0.0001       0.8102       0.1830       0.1842       0.0003       0:5:28   
   1660       0.4225       0.0765       0.3566       0.1445        9103        0.0001       0.7109       0.2131       0.2306       0.0003       0:5:31   
   1670       0.4300       0.0862       0.3617       0.1221        9037        0.0001       0.7774       0.1855       0.1927       0.0003       0:5:34   
   1680       0.4231       0.0906       0.3621       0.1241        9232        0.0001       0.7744       0.2042       0.2087       0.0003       0:5:36   
   1690       0.4187       0.1017       0.3642       0.1153        9169        0.0001       0.8866       0.1783       0.1674       0.0003       0:5:39   
   1700       0.4123       0.0891       0.3753       0.1233        9326        0.0001       0.7343       0.1874       0.2033       0.0003       0:5:41   
   1710       0.4387       0.0870       0.3455       0.1288        8891        0.0001       0.6812       0.2309       0.2532       0.0003       0:5:44   
   1720       0.4295       0.0719       0.3657       0.1328        9027        0.0001       0.7559       0.2206       0.2259       0.0003       0:5:41   
   1730       0.4148       0.0825       0.3729       0.1298        9290        0.0001       0.8660       0.2065       0.1925       0.0003       0:5:44   
   1740       0.4159       0.0974       0.3558       0.1309        9350        0.0001       0.7711       0.1868       0.1950       0.0003       0:5:46   
   1750       0.4271       0.0848       0.3790       0.1091        9116        0.0001       0.8035       0.1485       0.1560       0.0003       0:5:48   
   1760       0.4353       0.0918       0.3531       0.1198        8924        0.0001       0.9235       0.1684       0.1542       0.0003       0:5:51   
   1770       0.4324       0.0788       0.3789       0.1099        8975        0.0001       0.9106       0.1543       0.1449       0.0003       0:5:53   
   1780       0.4367       0.0806       0.3727       0.1099        8961        0.0001       0.7526       0.1681       0.1826       0.0003       0:5:50   
   1790       0.4196       0.0879       0.3640       0.1285        9325        0.0001       0.9973       0.1765       0.1504       0.0003       0:5:53   
   1800       0.4190       0.0858       0.3694       0.1259        9121        0.0001       0.8763       0.1372       0.1354       0.0003       0:5:55   
   1810       0.4225       0.0974       0.3488       0.1313        9367        0.0001       0.8504       0.1584       0.1570       0.0003       0:5:57   
   1820       0.4254       0.0861       0.3619       0.1266        9096        0.0001       0.7714       0.1486       0.1616       0.0003       0:5:59   
   1830       0.4362       0.0660       0.3629       0.1348        9050        0.0001       0.8471       0.1660       0.1639       0.0003        0:6:1   
   1840       0.4142       0.0797       0.3710       0.1351        9290        0.0001       0.8472       0.1641       0.1623       0.0003        0:6:3   
   1850       0.4369       0.0799       0.3532       0.1300        9048        0.0001       0.8377       0.1649       0.1645       0.0003        0:6:1   
   1860       0.4794       0.0781       0.3183       0.1242        8353        0.0001       0.8188       0.1523       0.1568       0.0003        0:6:3   
   1870       0.4774       0.0807       0.3288       0.1131        8321        0.0001       0.8051       0.1589       0.1648       0.0003        0:6:5   
   1880       0.4828       0.0811       0.3281       0.1079        8217        0.0001       0.9998       0.1346       0.1187       0.0003        0:6:7   
   1890       0.4908       0.0751       0.3272       0.1069        8178        0.0001       0.7192       0.1337       0.1567       0.0003        0:6:4   
   1900       0.4902       0.0771       0.3419       0.0908        8036        0.0001       0.8338       0.1398       0.1436       0.0003        0:6:6   
   1910       0.5119       0.0695       0.3313       0.0873        7820        0.0001       0.8460       0.1430       0.1446       0.0003        0:6:8   
   1920       0.5233       0.0691       0.3203       0.0873        7544        0.0001       0.9104       0.1325       0.1270       0.0003       0:6:10   
   1930       0.5027       0.0616       0.3512       0.0846        7823        0.0001       0.9323       0.1343       0.1259       0.0003       0:6:12   
   1940       0.4817       0.0599       0.3730       0.0854        8269        0.0001       0.9126       0.1435       0.1358       0.0003        0:6:9   
   1950       0.4863       0.0613       0.3552       0.0971        8115        0.0001       0.8875       0.1439       0.1395       0.0003       0:6:11   
   1960       0.4947       0.0545       0.3463       0.1045        8010        0.0001       0.7659       0.1813       0.1914       0.0003       0:6:13   
   1970       0.4870       0.0433       0.3644       0.1053        8114        0.0001       0.7901       0.1764       0.1825       0.0003       0:6:15   
   1980       0.4887       0.0365       0.3630       0.1119        8136        0.0001       0.8627       0.1886       0.1794       0.0003       0:6:12   
   1990       0.4702       0.0294       0.4019       0.0985        8518        0.0001       0.8645       0.1697       0.1641       0.0003       0:6:14   
   2000       0.4681       0.0268       0.3997       0.1054        8514        0.0001       0.8969       0.1887       0.1738       0.0003       0:6:16   
   2010       0.4780       0.0221       0.3966       0.1033        8187        0.0001       0.8250       0.1767       0.1764       0.0003       0:6:13   
   2020       0.4995       0.0227       0.3809       0.0969        8026        0.0001       0.8231       0.1326       0.1387       0.0003       0:6:15   
   2030       0.4832       0.0185       0.3905       0.1078        8298        0.0001       0.7700       0.1608       0.1728       0.0003       0:6:12   
   2040       0.4807       0.0194       0.3740       0.1259        8157        0.0001       0.8283       0.1578       0.1600       0.0003       0:6:14   
   2050       0.4661       0.0241       0.3811       0.1286        8485        0.0001       0.8037       0.1656       0.1709       0.0003       0:6:16   
   2060       0.4467       0.0285       0.4033       0.1215        8810        0.0001       0.7000       0.1642       0.1900       0.0003       0:6:13   
   2070       0.4603       0.0350       0.4032       0.1015        8582        0.0001       0.8135       0.1293       0.1372       0.0003       0:6:15   
   2080       0.4452       0.0427       0.4132       0.0989        8738        0.0001       0.7444       0.1443       0.1624       0.0003       0:6:16   
   2090       0.4529       0.0500       0.3910       0.1060        8745        0.0001       0.8603       0.1330       0.1339       0.0003       0:6:14   
   2100       0.4501       0.0651       0.3835       0.1013        8707        0.0001       0.8138       0.1127       0.1216       0.0003       0:6:16   
