***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Tue Feb  5 09:17:56 2019

Options:

--sbayes R
--ldm ../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_15.ma
--out sim_15
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
15919 SNPs to be included from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_15.ma].
15919 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15919 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/shrunk/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 4796.67 sd 1.48613e+06.
LD matrix diagnal mean 1.00391 sd 0.0523117.
Read LD matrix for 15919 SNPs (time used: 0:0:2).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect   -0.000    0.121
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.478   19.774
                     MME right-hand-side   -0.218   20.741
                    LD sampling variance    1.298    0.076
                                LD score   17.359   15.140

Approximate BayesR model fitted.
scale factor: 6.2818e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    490       0.8499       0.1251       0.0220       0.0030        2437        0.0001       1.1228       0.0085       0.0076       0.0001       0:3:33   
    500       0.8448       0.1292       0.0187       0.0073        2549        0.0001       1.0289       0.0219       0.0209       0.0001       0:3:29   
    510       0.8507       0.1252       0.0183       0.0059        2313        0.0002       1.0506       0.0203       0.0189       0.0001       0:3:24   
    520       0.8410       0.1362       0.0199       0.0029        2562        0.0002       0.9973       0.0284       0.0277       0.0001       0:3:38   
    530       0.8285       0.1475       0.0216       0.0024        2661        0.0002       0.9410       0.0199       0.0207       0.0001       0:3:34   
    540       0.8227       0.1531       0.0188       0.0055        2859        0.0002       0.9302       0.0257       0.0269       0.0001       0:3:30   
    550       0.8165       0.1566       0.0184       0.0086        2908        0.0002       0.9149       0.0327       0.0345       0.0001       0:3:43   
    560       0.8153       0.1588       0.0199       0.0060        2941        0.0002       1.0079       0.0300       0.0289       0.0001       0:3:39   
    570       0.8109       0.1663       0.0190       0.0038        3042        0.0002       1.0239       0.0203       0.0194       0.0001       0:3:35   
    580       0.7955       0.1718       0.0261       0.0067        3154        0.0002       0.9826       0.0247       0.0245       0.0001       0:3:47   
    590       0.7747       0.1925       0.0238       0.0090        3485        0.0002       1.0154       0.0347       0.0331       0.0001       0:3:43   
    600       0.7619       0.1974       0.0276       0.0131        3721        0.0002       0.9583       0.0498       0.0494       0.0001       0:3:55   
    610       0.7740       0.1786       0.0342       0.0132        3556        0.0001       0.9654       0.0399       0.0397       0.0001       0:3:50   
    620       0.7707       0.1697       0.0456       0.0140        3600        0.0002       0.9941       0.0491       0.0470       0.0001        0:4:2   
    630       0.7851       0.1695       0.0297       0.0157        3448        0.0002       0.8390       0.0508       0.0570       0.0001       0:3:57   
    640       0.7711       0.1836       0.0287       0.0166        3608        0.0001       1.0239       0.0452       0.0423       0.0001       0:3:54   
    650       0.7748       0.1811       0.0242       0.0199        3516        0.0001       0.8706       0.0446       0.0487       0.0001        0:4:4   
    660       0.7644       0.1948       0.0258       0.0149        3762        0.0001       1.0859       0.0389       0.0346       0.0001        0:4:0   
    670       0.7497       0.2052       0.0294       0.0157        4028        0.0001       0.9701       0.0422       0.0417       0.0001       0:4:10   
    680       0.7480       0.1959       0.0372       0.0189        4076        0.0001       0.9805       0.0415       0.0406       0.0001        0:4:6   
    690       0.7471       0.1980       0.0386       0.0164        3991        0.0001       0.8079       0.0426       0.0501       0.0001       0:4:16   
    700       0.7265       0.2160       0.0447       0.0128        4352        0.0001       1.0506       0.0321       0.0296       0.0001       0:4:12   
    710       0.7235       0.2073       0.0598       0.0094        4337        0.0001       1.0158       0.0351       0.0334       0.0002       0:4:21   
    720       0.7263       0.2170       0.0473       0.0094        4276        0.0001       0.9594       0.0351       0.0353       0.0002       0:4:17   
    730       0.7387       0.2106       0.0431       0.0077        4217        0.0001       1.0480       0.0347       0.0321       0.0002       0:4:26   
    740       0.7550       0.1905       0.0513       0.0033        3905        0.0001       0.8976       0.0235       0.0255       0.0002       0:4:22   
    750       0.7357       0.1973       0.0612       0.0058        4171        0.0002       0.9783       0.0314       0.0311       0.0002       0:4:31   
    760       0.7297       0.2086       0.0570       0.0048        4335        0.0002       0.7952       0.0429       0.0512       0.0002       0:4:27   
    770       0.7167       0.2109       0.0665       0.0060        4463        0.0002       0.8693       0.0405       0.0446       0.0002       0:4:35   
    780       0.6842       0.2188       0.0848       0.0122        5056        0.0002       0.8854       0.0692       0.0725       0.0002       0:4:31   
    790       0.6602       0.2325       0.0934       0.0138        5493        0.0002       0.9695       0.0865       0.0819       0.0002       0:4:39   
    800       0.6560       0.2337       0.1036       0.0067        5544        0.0002       0.9546       0.0738       0.0718       0.0002       0:4:36   
    810       0.6446       0.2570       0.0936       0.0048        5595        0.0002       0.9580       0.0497       0.0493       0.0002       0:4:43   
    820       0.6490       0.2557       0.0896       0.0057        5705        0.0002       0.8941       0.0505       0.0535       0.0002       0:4:51   
    830       0.6616       0.2329       0.1029       0.0026        5517        0.0002       0.9306       0.0523       0.0532       0.0002       0:4:47   
    840       0.6499       0.2507       0.0950       0.0044        5489        0.0002       0.7564       0.0546       0.0674       0.0002       0:4:54   
    850       0.6451       0.2697       0.0851       0.0002        5575        0.0002       0.8226       0.0398       0.0462       0.0002       0:4:50   
    860       0.6273       0.2826       0.0899       0.0002        5967        0.0002       1.0312       0.0446       0.0415       0.0002       0:4:57   
    870       0.6144       0.2842       0.1009       0.0006        6085        0.0002       0.8614       0.0529       0.0578       0.0002        0:5:4   
    880       0.6280       0.2771       0.0934       0.0015        5961        0.0002       0.8878       0.0461       0.0494       0.0002        0:5:0   
    890       0.6217       0.2769       0.0998       0.0016        6134        0.0002       0.8680       0.0514       0.0559       0.0002        0:5:7   
    900       0.6087       0.2806       0.1089       0.0018        6171        0.0002       0.8624       0.0543       0.0593       0.0002       0:5:13   
    910       0.5988       0.2762       0.1233       0.0017        6428        0.0002       0.7949       0.0585       0.0685       0.0002        0:5:9   
    920       0.6238       0.2465       0.1260       0.0037        5877        0.0002       0.9411       0.0633       0.0630       0.0002       0:5:15   
    930       0.6292       0.2466       0.1197       0.0045        5941        0.0002       0.9514       0.0737       0.0719       0.0002       0:5:21   
    940       0.6018       0.2633       0.1315       0.0034        6333        0.0002       0.9386       0.0728       0.0719       0.0002       0:5:18   
    950       0.6218       0.2494       0.1239       0.0049        6090        0.0002       0.8888       0.0695       0.0725       0.0002       0:5:23   
    960       0.6081       0.2643       0.1260       0.0016        6219        0.0002       1.0677       0.0666       0.0587       0.0002       0:5:20   
    970       0.6211       0.2605       0.1157       0.0027        5969        0.0002       0.9301       0.0647       0.0650       0.0002       0:5:25   
    980       0.6077       0.2580       0.1290       0.0054        6193        0.0002       0.8881       0.0641       0.0673       0.0002       0:5:31   
    990       0.5995       0.2608       0.1370       0.0026        6335        0.0002       0.8814       0.0731       0.0766       0.0002       0:5:27   
   1000       0.5716       0.2668       0.1604       0.0011        6885        0.0003       0.9419       0.0756       0.0743       0.0002       0:5:33   
   1010       0.5475       0.2813       0.1701       0.0011        7202        0.0002       0.8171       0.0803       0.0895       0.0002       0:5:38   
   1020       0.5796       0.2544       0.1651       0.0010        6730        0.0002       0.9649       0.0619       0.0603       0.0002       0:5:34   
   1030       0.5897       0.2614       0.1477       0.0012        6483        0.0002       0.8932       0.0580       0.0609       0.0002       0:5:39   
   1040       0.6048       0.2497       0.1438       0.0018        6349        0.0002       0.9460       0.0480       0.0483       0.0002       0:5:44   
   1050       0.6033       0.2383       0.1551       0.0032        6253        0.0002       0.9813       0.0829       0.0779       0.0002       0:5:49   
   1060       0.5971       0.2326       0.1651       0.0052        6311        0.0002       1.0255       0.0851       0.0766       0.0002       0:5:45   
   1070       0.6001       0.2580       0.1364       0.0055        6331        0.0002       0.9357       0.0694       0.0690       0.0002       0:5:50   
   1080       0.5787       0.2785       0.1380       0.0048        6746        0.0002       1.1130       0.0617       0.0525       0.0002       0:5:55   
   1090       0.5720       0.2769       0.1425       0.0085        6867        0.0002       0.9862       0.0666       0.0633       0.0002       0:5:51   
   1100       0.5691       0.2848       0.1388       0.0072        6770        0.0002       0.8672       0.0682       0.0729       0.0002       0:5:56   
   1110       0.5793       0.2961       0.1193       0.0053        6643        0.0002       0.8578       0.0511       0.0562       0.0002        0:6:0   
   1120       0.5505       0.2985       0.1409       0.0102        7113        0.0002       1.0230       0.0620       0.0572       0.0002       0:5:56   
   1130       0.5407       0.2959       0.1496       0.0138        7516        0.0002       0.9348       0.0887       0.0866       0.0002        0:6:1   
   1140       0.5391       0.2952       0.1504       0.0153        7383        0.0002       0.9328       0.0907       0.0886       0.0002        0:6:5   
   1150       0.5408       0.2802       0.1666       0.0125        7267        0.0002       0.8897       0.0758       0.0785       0.0002        0:6:9   
   1160       0.5423       0.2858       0.1597       0.0122        7332        0.0002       0.7762       0.0839       0.0976       0.0002        0:6:5   
   1170       0.5507       0.2842       0.1462       0.0190        7177        0.0001       0.8653       0.0813       0.0859       0.0002        0:6:9   
   1180       0.5453       0.2946       0.1395       0.0205        7202        0.0001       0.9503       0.0798       0.0774       0.0002       0:6:13   
   1190       0.5218       0.3091       0.1451       0.0240        7612        0.0001       0.8738       0.0904       0.0938       0.0002       0:6:10   
   1200       0.4998       0.3051       0.1698       0.0254        7970        0.0001       0.9429       0.1088       0.1034       0.0002       0:6:14   
   1210       0.4935       0.3023       0.1826       0.0215        8070        0.0002       0.8527       0.1170       0.1206       0.0002       0:6:17   
   1220       0.4842       0.3271       0.1681       0.0207        8272        0.0002       0.7465       0.1216       0.1401       0.0002       0:6:21   
   1230       0.5139       0.3079       0.1513       0.0268        7737        0.0002       0.9184       0.1337       0.1271       0.0002       0:6:25   
   1240       0.4741       0.3293       0.1679       0.0287        8348        0.0002       0.9882       0.1389       0.1233       0.0002       0:6:21   
   1250       0.4574       0.3321       0.1697       0.0407        8636        0.0002       0.8503       0.1864       0.1798       0.0002       0:6:25   
   1260       0.4620       0.3181       0.1947       0.0252        8597        0.0002       0.8837       0.1610       0.1541       0.0002       0:6:28   
   1270       0.4696       0.3018       0.2090       0.0196        8333        0.0002       0.8115       0.1224       0.1311       0.0002       0:6:31   
   1280       0.4769       0.2976       0.2053       0.0202        8385        0.0002       0.8074       0.1274       0.1363       0.0002       0:6:28   
   1290       0.4706       0.2952       0.2131       0.0211        8425        0.0001       0.8492       0.1067       0.1117       0.0002       0:6:31   
   1300       0.4406       0.2866       0.2485       0.0242        8949        0.0001       0.8080       0.1259       0.1348       0.0002       0:6:34   
   1310       0.4562       0.2615       0.2519       0.0304        8698        0.0001       0.7227       0.1346       0.1570       0.0003       0:6:38   
   1320       0.4797       0.2503       0.2457       0.0243        8329        0.0002       0.8129       0.1361       0.1434       0.0003       0:6:41   
   1330       0.4721       0.2743       0.2257       0.0280        8375        0.0002       0.7610       0.1536       0.1680       0.0003       0:6:44   
   1340       0.4611       0.2566       0.2612       0.0211        8572        0.0002       0.8836       0.1293       0.1276       0.0003       0:6:40   
   1350       0.4195       0.2596       0.2967       0.0241        9146        0.0002       0.7290       0.1921       0.2086       0.0003       0:6:43   
   1360       0.4049       0.2540       0.3176       0.0235        9528        0.0002       0.8174       0.1959       0.1933       0.0003       0:6:46   
   1370       0.3924       0.2767       0.3100       0.0209        9690        0.0002       0.7486       0.1969       0.2082       0.0003       0:6:49   
   1380       0.3903       0.2808       0.3029       0.0261        9572        0.0002       0.7706       0.2343       0.2332       0.0003       0:6:52   
   1390       0.3783       0.2797       0.3233       0.0187        9968        0.0002       0.7997       0.2251       0.2197       0.0003       0:6:55   
   1400       0.3937       0.2644       0.3229       0.0190        9531        0.0002       0.7078       0.2008       0.2210       0.0003       0:6:51   
   1410       0.3953       0.2688       0.3126       0.0233        9646        0.0002       0.7878       0.2290       0.2252       0.0003       0:6:54   
   1420       0.4070       0.2593       0.3052       0.0285        9411        0.0002       0.7698       0.2378       0.2360       0.0003       0:6:56   
   1430       0.4009       0.2709       0.3064       0.0218        9551        0.0002       0.7769       0.2084       0.2115       0.0003       0:6:59   
   1440       0.3929       0.2753       0.3073       0.0245        9729        0.0002       0.9129       0.1713       0.1580       0.0003        0:7:2   
   1450       0.3940       0.2483       0.3323       0.0254        9669        0.0002       0.7461       0.1783       0.1929       0.0003        0:7:4   
   1460       0.3919       0.2558       0.3310       0.0212        9672        0.0002       0.7658       0.1741       0.1852       0.0003        0:7:7   
   1470       0.4020       0.2563       0.3203       0.0214        9431        0.0002       0.9531       0.1610       0.1445       0.0003        0:7:3   
   1480       0.4108       0.2541       0.3200       0.0150        9342        0.0002       0.8037       0.1323       0.1413       0.0003        0:7:6   
   1490       0.4314       0.2396       0.3112       0.0178        9068        0.0002       0.7585       0.1315       0.1478       0.0003        0:7:8   
   1500       0.4263       0.2339       0.3194       0.0204        9081        0.0002       0.7788       0.1511       0.1625       0.0003       0:7:10   
   1510       0.3959       0.2375       0.3362       0.0304        9602        0.0002       0.7130       0.2207       0.2364       0.0003       0:7:12   
   1520       0.4208       0.2034       0.3419       0.0338        9149        0.0002       0.9823       0.2030       0.1712       0.0003       0:7:15   
   1530       0.4105       0.2208       0.3305       0.0381        9240        0.0002       0.8759       0.2328       0.2100       0.0003       0:7:11   
   1540       0.4127       0.1894       0.3623       0.0355        9469        0.0002       0.9451       0.2193       0.1883       0.0003       0:7:13   
   1550       0.3959       0.1956       0.3616       0.0469        9669        0.0002       0.7416       0.2841       0.2770       0.0003       0:7:16   
   1560       0.3624       0.2159       0.3711       0.0507        10215       0.0002       0.7276       0.2828       0.2799       0.0003       0:7:18   
   1570       0.3666       0.2125       0.3739       0.0470        10175       0.0002       0.9373       0.2848       0.2331       0.0003       0:7:20   
   1580       0.3380       0.2171       0.3856       0.0592        10625       0.0002       0.7449       0.2977       0.2855       0.0003       0:7:22   
   1590       0.3245       0.2341       0.3859       0.0555        10746       0.0002       0.6899       0.2677       0.2795       0.0003       0:7:24   
   1600       0.3081       0.2555       0.3905       0.0458        10977       0.0002       0.8404       0.2765       0.2476       0.0003       0:7:21   
   1610       0.2903       0.2512       0.4030       0.0555        11288       0.0002       0.8159       0.2855       0.2592       0.0003       0:7:22   
   1620       0.2847       0.2307       0.4229       0.0617        11363       0.0002       0.8617       0.2825       0.2469       0.0003       0:7:24   
   1630       0.3211       0.2209       0.4072       0.0508        10857       0.0002       0.7647       0.2643       0.2569       0.0003       0:7:26   
   1640       0.3261       0.2083       0.3971       0.0685        10784       0.0001       0.8798       0.2534       0.2236       0.0003       0:7:28   
   1650       0.3383       0.2055       0.3787       0.0775        10514       0.0001       0.7523       0.2719       0.2655       0.0003       0:7:30   
   1660       0.3497       0.1934       0.3897       0.0672        10277       0.0001       0.9135       0.1945       0.1755       0.0003       0:7:32   
   1670       0.3953       0.1820       0.3728       0.0499        9808        0.0001       0.8465       0.1664       0.1643       0.0003       0:7:33   
   1680       0.4116       0.1888       0.3657       0.0338        9445        0.0001       0.7569       0.1366       0.1528       0.0003       0:7:35   
   1690       0.3998       0.2119       0.3528       0.0355        9577        0.0001       0.8523       0.1279       0.1305       0.0003       0:7:37   
   1700       0.4071       0.1844       0.3699       0.0385        9552        0.0001       0.7771       0.1266       0.1401       0.0003       0:7:34   
   1710       0.4355       0.1888       0.3337       0.0420        9007        0.0001       0.7386       0.1546       0.1731       0.0003       0:7:35   
   1720       0.4305       0.1981       0.3387       0.0327        9015        0.0001       0.8937       0.1395       0.1350       0.0003       0:7:37   
   1730       0.4307       0.1993       0.3328       0.0372        9070        0.0001       0.9280       0.1195       0.1141       0.0003       0:7:38   
   1740       0.4362       0.1970       0.3376       0.0291        9066        0.0001       0.7737       0.1012       0.1156       0.0003       0:7:40   
   1750       0.4517       0.1598       0.3638       0.0246        8739        0.0001       0.8822       0.1098       0.1107       0.0003       0:7:42   
   1760       0.4764       0.1564       0.3448       0.0225        8443        0.0001       0.8854       0.0953       0.0972       0.0003       0:7:38   
   1770       0.4718       0.1472       0.3546       0.0264        8297        0.0001       0.8735       0.0942       0.0973       0.0003       0:7:40   
   1780       0.4805       0.1542       0.3483       0.0170        8309        0.0001       0.9147       0.0701       0.0712       0.0003       0:7:41   
   1790       0.4931       0.1447       0.3423       0.0199        8070        0.0001       0.9480       0.0714       0.0701       0.0003       0:7:43   
   1800       0.4936       0.1352       0.3565       0.0147        8050        0.0001       1.0507       0.0673       0.0602       0.0003       0:7:40   
   1810       0.4964       0.1447       0.3487       0.0102        8089        0.0001       0.8574       0.0652       0.0706       0.0003       0:7:41   
   1820       0.4811       0.1496       0.3581       0.0112        8224        0.0001       0.8710       0.0582       0.0627       0.0003       0:7:42   
   1830       0.4877       0.1376       0.3643       0.0104        8275        0.0001       0.9955       0.0615       0.0582       0.0003       0:7:44   
   1840       0.4836       0.1446       0.3618       0.0101        8122        0.0001       0.9381       0.0657       0.0655       0.0003       0:7:41   
   1850       0.4786       0.1436       0.3648       0.0130        8290        0.0001       0.8555       0.0720       0.0776       0.0003       0:7:42   
   1860       0.5029       0.1406       0.3403       0.0162        7834        0.0001       1.0587       0.0794       0.0698       0.0003       0:7:43   
   1870       0.5007       0.1462       0.3348       0.0183        7956        0.0001       0.8142       0.0746       0.0839       0.0003       0:7:40   
   1880       0.5328       0.1328       0.3120       0.0225        7536        0.0001       0.8541       0.0863       0.0918       0.0003       0:7:42   
   1890       0.5190       0.1402       0.3177       0.0231        7634        0.0001       1.0443       0.0994       0.0869       0.0003       0:7:43   
   1900       0.5297       0.1403       0.3159       0.0140        7531        0.0001       0.8057       0.0891       0.0996       0.0003       0:7:44   
   1910       0.5120       0.1586       0.3115       0.0179        7857        0.0001       0.9956       0.0894       0.0824       0.0003       0:7:41   
   1920       0.5350       0.1366       0.3176       0.0109        7466        0.0001       0.9372       0.1020       0.0982       0.0003       0:7:42   
   1930       0.5083       0.1271       0.3514       0.0132        7707        0.0001       0.8636       0.0887       0.0931       0.0003       0:7:44   
   1940       0.4825       0.1366       0.3615       0.0194        8251        0.0001       0.9151       0.1022       0.1005       0.0003       0:7:45   
   1950       0.4689       0.1414       0.3681       0.0216        8479        0.0001       0.8936       0.1089       0.1086       0.0003       0:7:42   
   1960       0.4853       0.1375       0.3595       0.0177        8163        0.0001       0.8301       0.1079       0.1150       0.0003       0:7:43   
   1970       0.4908       0.1302       0.3613       0.0177        8101        0.0001       0.8518       0.1011       0.1061       0.0003       0:7:44   
   1980       0.4877       0.1077       0.3841       0.0205        8257        0.0001       0.8774       0.0953       0.0980       0.0003       0:7:45   
   1990       0.4423       0.1288       0.4078       0.0211        8795        0.0001       0.9451       0.0937       0.0902       0.0003       0:7:42   
   2000       0.4416       0.1280       0.4108       0.0196        8782        0.0001       0.7729       0.0882       0.1024       0.0003       0:7:44   
   2010       0.4528       0.1230       0.4120       0.0122        8648        0.0001       0.9724       0.0666       0.0641       0.0003       0:7:45   
   2020       0.4565       0.1245       0.4088       0.0102        8712        0.0001       0.8963       0.0695       0.0720       0.0003       0:7:46   
   2030       0.4229       0.1261       0.4385       0.0124        9230        0.0001       0.8840       0.0712       0.0746       0.0003       0:7:47   
   2040       0.4085       0.1281       0.4467       0.0168        9406        0.0001       0.8074       0.0719       0.0817       0.0003       0:7:48   
   2050       0.4077       0.1234       0.4537       0.0152        9356        0.0001       0.8410       0.0714       0.0783       0.0003       0:7:45   
   2060       0.3739       0.1371       0.4750       0.0140        9996        0.0001       0.8518       0.0719       0.0778       0.0003       0:7:46   
   2070       0.3882       0.1365       0.4607       0.0145        9630        0.0001       0.8667       0.0620       0.0668       0.0003       0:7:47   
   2080       0.3976       0.1485       0.4392       0.0147        9561        0.0001       0.9323       0.0650       0.0652       0.0003       0:7:48   
   2090       0.4055       0.1544       0.4174       0.0227        9501        0.0001       0.8977       0.0727       0.0749       0.0003       0:7:49   
