***********************************************
* GCTB 1.91                                   *
* Genome-wide Complex Trait Bayesian analysis *
* Author: Jian Zeng, Luke Lloyd-Jones         *
* MIT License                                 *
***********************************************

Analysis started: Mon Feb  4 16:37:43 2019

Options:

--sbayes R
--ldm ../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse
--pi 0.95,0.02,0.02,0.01
--gamma 0.0,0.01,0.1,1
--gwas-summary ../../ma/sim_15.ma
--out sim_15
--chain-length 10000
--burn-in 2000
--out-freq 10

Reading SNP info from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
15938 SNPs to be included from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.info].
Reading GWAS summary data from [../../ma/sim_15.ma].
15938 matched SNPs in the GWAS summary data (in total 15938 SNPs).
15938 SNPs on 1 chromosomes are included.
Reading sparse LD matrix from [../../ldm/sparse/chr22/1000G_eur_chr22.ldm.sparse.bin]...
Per-SNP window size mean 119.364 sd 5034.64.
LD matrix diagnal mean 1.0033 sd 0.052366.
Read LD matrix for 15938 SNPs (time used: 0:0:0).

Data summary:
                                             mean       sd
            GWAS SNP Phenotypic variance    1.002    0.052
                    GWAS SNP sample size      378        0
                         GWAS SNP effect    0.000    0.121
                             GWAS SNP SE    0.106    0.049
            MME left-hand-side diagonals  379.247   19.794
                     MME right-hand-side   -0.217   20.722
                    LD sampling variance    1.004    0.002
                                LD score   18.234   15.565

Approximate BayesR model fitted.
scale factor: 6.27431e-05
Fitting model assuming scaled genotypes 
MCMC launched ...
  Chain length: 10000 iterations
  Burn-in: 2000 iterations

   Iter         Pi1          Pi2          Pi3          Pi4        NnzSnp       SigmaSq      ResVar       GenVar         hsq       Rounding     TimeLeft  
    300       0.9513       0.0142       0.0313       0.0032         802        0.0003       0.9408       0.0312       0.0321       0.0000       0:0:32   
    310       0.9442       0.0173       0.0346       0.0039         860        0.0002       0.9114       0.0274       0.0292       0.0000       0:0:31   
    320       0.9393       0.0129       0.0442       0.0036         953        0.0003       1.0231       0.0351       0.0332       0.0000       0:0:30   
    330       0.9429       0.0224       0.0322       0.0024         956        0.0004       0.8757       0.0400       0.0436       0.0000       0:0:58   
    340       0.9608       0.0175       0.0198       0.0019         607        0.0003       0.9316       0.0278       0.0290       0.0000       0:0:56   
    350       0.9699       0.0101       0.0174       0.0026         491        0.0002       1.0213       0.0242       0.0231       0.0000       0:0:55   
    360       0.9649       0.0182       0.0139       0.0030         567        0.0003       0.9587       0.0211       0.0215       0.0000       0:0:53   
    370       0.9671       0.0192       0.0125       0.0012         549        0.0005       0.9932       0.0254       0.0250       0.0000       0:0:52   
    380       0.9628       0.0171       0.0116       0.0085         560        0.0005       0.9288       0.0729       0.0728       0.0000       0:0:50   
    390       0.9673       0.0133       0.0105       0.0090         529        0.0005       0.8973       0.0868       0.0882       0.0000       0:0:49   
    400       0.9655       0.0110       0.0131       0.0105         528        0.0006       0.8308       0.0922       0.0999       0.0000       0:0:48   
    410       0.9574       0.0142       0.0205       0.0080         660        0.0006       0.8637       0.1202       0.1221       0.0000       0:0:46   
    420       0.9616       0.0095       0.0200       0.0089         646        0.0005       0.8819       0.0821       0.0851       0.0000       0:0:45   
    430       0.9639       0.0108       0.0192       0.0061         585        0.0003       0.8655       0.0415       0.0458       0.0000       0:0:44   
    440       0.9731       0.0093       0.0166       0.0011         389        0.0002       0.8854       0.0115       0.0128       0.0000       0:0:43   
    450       0.9766       0.0062       0.0168       0.0004         376        0.0006       0.9748       0.0184       0.0186       0.0000       0:0:42   
    460       0.9737       0.0074       0.0189       0.0001         420        0.0007       0.9060       0.0188       0.0203       0.0000       0:0:41   
    470       0.9721       0.0047       0.0230       0.0001         441        0.0005       0.9505       0.0196       0.0202       0.0000       0:0:40   
    480       0.9588       0.0091       0.0310       0.0011         645        0.0005       0.9146       0.0357       0.0376       0.0000       0:0:39   
    490       0.9497       0.0121       0.0351       0.0030         797        0.0004       0.9219       0.0376       0.0392       0.0000       0:0:38   
    500       0.9447       0.0079       0.0428       0.0046         884        0.0004       0.8838       0.0528       0.0564       0.0000       0:0:38   
    510       0.9393       0.0063       0.0487       0.0057         994        0.0003       0.9788       0.0582       0.0561       0.0000       0:0:37   
    520       0.9479       0.0043       0.0453       0.0024         791        0.0003       1.0194       0.0287       0.0274       0.0000       0:0:36   
    530       0.9451       0.0048       0.0466       0.0035         860        0.0003       0.9296       0.0416       0.0428       0.0000       0:0:53   
    540       0.9491       0.0075       0.0401       0.0033         870        0.0004       0.8632       0.0461       0.0507       0.0000       0:0:52   
    550       0.9273       0.0113       0.0539       0.0074        1130        0.0006       0.9345       0.1253       0.1182       0.0000       0:0:51   
    560       0.9193       0.0108       0.0673       0.0026        1248        0.0006       0.7625       0.0976       0.1135       0.0000       0:0:50   
    570       0.9096       0.0121       0.0775       0.0008        1511        0.0007       0.9194       0.1175       0.1133       0.0000       0:0:49   
    580       0.9193       0.0114       0.0689       0.0004        1340        0.0007       0.7934       0.0800       0.0916       0.0000       0:0:48   
    590       0.9199       0.0059       0.0739       0.0003        1263        0.0006       0.8623       0.0642       0.0693       0.0000       0:0:47   
    600       0.9286       0.0031       0.0674       0.0009        1099        0.0006       0.9214       0.0742       0.0746       0.0000       0:0:47   
    610       0.9262       0.0020       0.0680       0.0037        1122        0.0006       0.9646       0.0982       0.0924       0.0000       0:0:46   
    620       0.9415       0.0044       0.0481       0.0059         980        0.0007       0.8181       0.1240       0.1316       0.0000       0:0:45   
    630       0.9428       0.0037       0.0441       0.0094         906        0.0008       0.7370       0.1942       0.2086       0.0000       0:0:44   
    640       0.9384       0.0063       0.0445       0.0108         952        0.0007       1.0057       0.1358       0.1190       0.0000       0:0:43   
    650       0.9412       0.0017       0.0491       0.0079         935        0.0008       0.8052       0.1536       0.1602       0.0000       0:0:43   
    660       0.9290       0.0008       0.0632       0.0069        1070        0.0009       0.7261       0.1751       0.1943       0.0000       0:0:42   
    670       0.9277       0.0009       0.0654       0.0060        1152        0.0013       0.7421       0.2657       0.2637       0.0000       0:0:41   
    680       0.9279       0.0012       0.0596       0.0113        1223        0.0010       0.7883       0.2997       0.2755       0.0000       0:0:41   
    690       0.9248       0.0008       0.0621       0.0123        1171        0.0013       0.5791       0.3504       0.3770       0.0000       0:0:40   
    700       0.9275       0.0023       0.0621       0.0081        1154        0.0015       0.6154       0.3333       0.3513       0.0000       0:0:39   
    710       0.9264       0.0037       0.0623       0.0075        1145        0.0021       0.6435       0.3847       0.3742       0.0000       0:0:39   
    720       0.9365       0.0051       0.0548       0.0036         987        0.0024       0.5573       0.3416       0.3801       0.0000       0:0:51   
    730       0.9442       0.0078       0.0468       0.0012         898        0.0017       0.8287       0.1945       0.1901       0.0000       0:0:50   
    740       0.9320       0.0138       0.0535       0.0008        1031        0.0014       0.8114       0.1393       0.1466       0.0000       0:0:50   
    750       0.9348       0.0088       0.0546       0.0018        1054        0.0013       0.7806       0.1600       0.1701       0.0000       0:0:49   
    760       0.9327       0.0066       0.0604       0.0003        1073        0.0015       0.8286       0.1590       0.1610       0.0000       0:0:48   
    770       0.9242       0.0078       0.0677       0.0002        1207        0.0014       0.7985       0.1552       0.1628       0.0000       0:0:47   
    780       0.9088       0.0045       0.0860       0.0006        1483        0.0015       0.7759       0.2152       0.2171       0.0000       0:0:47   
    790       0.9076       0.0039       0.0881       0.0004        1503        0.0015       0.6855       0.2327       0.2534       0.0000       0:0:46   
    800       0.9154       0.0049       0.0794       0.0003        1413        0.0014       0.7715       0.2033       0.2086       0.0000       0:0:46   
    810       0.9148       0.0029       0.0821       0.0002        1345        0.0013       0.7702       0.1679       0.1790       0.0000       0:0:45   
    820       0.8955       0.0038       0.1002       0.0005        1593        0.0014       0.7131       0.2501       0.2597       0.0000       0:0:44   
    830       0.8929       0.0050       0.1011       0.0009        1684        0.0014       0.8340       0.2550       0.2341       0.0000       0:0:44   
    840       0.8908       0.0079       0.1009       0.0004        1685        0.0013       0.7001       0.2010       0.2231       0.0000       0:0:43   
    850       0.8905       0.0124       0.0969       0.0001        1742        0.0011       0.8614       0.1807       0.1734       0.0000       0:0:43   
    860       0.8815       0.0066       0.1110       0.0008        1818        0.0014       0.8474       0.2575       0.2330       0.0000       0:0:42   
    870       0.8847       0.0028       0.1125       0.0000        1901        0.0017       0.7556       0.2948       0.2807       0.0000       0:0:41   
    880       0.8858       0.0012       0.1119       0.0011        1768        0.0014       0.7589       0.2962       0.2807       0.0000       0:0:51   
    890       0.8868       0.0013       0.1097       0.0022        1776        0.0015       0.6227       0.2912       0.3186       0.0000       0:0:51   
    900       0.8843       0.0041       0.1098       0.0018        1784        0.0016       0.6980       0.2760       0.2834       0.0000       0:0:50   
    910       0.8663       0.0031       0.1277       0.0029        2094        0.0013       0.5842       0.3378       0.3664       0.0000       0:0:49   
    920       0.8762       0.0009       0.1180       0.0049        1953        0.0013       0.8085       0.3276       0.2884       0.0000       0:0:49   
    930       0.8644       0.0023       0.1283       0.0050        2165        0.0010       0.6798       0.2774       0.2898       0.0000       0:0:48   
    940       0.8576       0.0018       0.1366       0.0040        2273        0.0009       0.6984       0.2659       0.2757       0.0000       0:0:48   
    950       0.8491       0.0068       0.1420       0.0021        2398        0.0010       0.7747       0.2663       0.2558       0.0000       0:0:47   
    960       0.8466       0.0066       0.1448       0.0020        2499        0.0011       0.6251       0.3572       0.3637       0.0000       0:0:47   
    970       0.8365       0.0134       0.1437       0.0064        2523        0.0010       0.6674       0.3664       0.3544       0.0000       0:0:46   
    980       0.8303       0.0103       0.1503       0.0091        2655        0.0009       0.5398       0.3472       0.3914       0.0000       0:0:46   
    990       0.8234       0.0110       0.1534       0.0122        2812        0.0007       0.6639       0.3179       0.3238       0.0000       0:0:45   
   1000       0.8049       0.0065       0.1803       0.0083        3013        0.0007       0.5489       0.2931       0.3481       0.0000       0:0:45   
   1010       0.8227       0.0068       0.1663       0.0043        2863        0.0007       0.6930       0.2316       0.2505       0.0000       0:0:44   
   1020       0.8154       0.0042       0.1733       0.0070        2964        0.0007       0.6997       0.2813       0.2867       0.0000       0:0:44   
   1030       0.8209       0.0058       0.1680       0.0052        2864        0.0006       0.7961       0.2218       0.2179       0.0000       0:0:43   
   1040       0.8193       0.0087       0.1626       0.0094        2864        0.0007       0.5672       0.2794       0.3300       0.0000       0:0:51   
   1050       0.8029       0.0064       0.1814       0.0092        3097        0.0006       0.6750       0.2418       0.2637       0.0000       0:0:51   
   1060       0.7709       0.0021       0.2160       0.0110        3639        0.0006       0.6737       0.3289       0.3280       0.0000       0:0:50   
   1070       0.7931       0.0025       0.1971       0.0073        3264        0.0005       0.7433       0.2234       0.2311       0.0000       0:0:50   
   1080       0.8033       0.0042       0.1863       0.0063        3117        0.0005       0.7416       0.1921       0.2058       0.0000       0:0:49   
   1090       0.7853       0.0045       0.2029       0.0073        3391        0.0005       0.6830       0.2465       0.2651       0.0000       0:0:49   
   1100       0.7550       0.0126       0.2234       0.0090        3897        0.0005       0.6742       0.2465       0.2677       0.0000       0:0:48   
   1110       0.7636       0.0116       0.2142       0.0105        3766        0.0005       0.6756       0.2865       0.2978       0.0000       0:0:48   
   1120       0.7591       0.0079       0.2252       0.0077        3908        0.0006       0.6964       0.2622       0.2735       0.0000       0:0:47   
   1130       0.7231       0.0024       0.2626       0.0119        4428        0.0006       0.8766       0.3006       0.2553       0.0000       0:0:47   
   1140       0.7196       0.0005       0.2610       0.0189        4426        0.0005       0.6134       0.3889       0.3880       0.0000       0:0:46   
   1150       0.7223       0.0007       0.2608       0.0162        4424        0.0005       0.5694       0.3487       0.3798       0.0000       0:0:46   
   1160       0.7265       0.0002       0.2600       0.0132        4391        0.0006       0.5781       0.4130       0.4167       0.0000       0:0:45   
   1170       0.7234       0.0008       0.2670       0.0088        4427        0.0008       0.5245       0.4570       0.4656       0.0000       0:0:45   
   1180       0.7066       0.0003       0.2851       0.0080        4618        0.0008       0.5283       0.4709       0.4713       0.0000       0:0:52   
   1190       0.7165       0.0002       0.2737       0.0096        4549        0.0007       0.6420       0.4530       0.4137       0.0000       0:0:51   
   1200       0.6956       0.0007       0.2924       0.0113        4876        0.0007       0.7148       0.4390       0.3805       0.0000       0:0:51   
   1210       0.6926       0.0002       0.3024       0.0047        4850        0.0006       0.7997       0.3065       0.2770       0.0000       0:0:50   
   1220       0.6767       0.0006       0.3152       0.0075        5101        0.0007       0.8331       0.4055       0.3274       0.0000       0:0:50   
   1230       0.6561       0.0019       0.3339       0.0081        5371        0.0006       0.6916       0.3945       0.3632       0.0000       0:0:49   
   1240       0.6326       0.0017       0.3597       0.0060        5858        0.0006       0.6899       0.3525       0.3381       0.0000       0:0:49   
   1250       0.6238       0.0006       0.3705       0.0051        5950        0.0005       0.7706       0.3886       0.3352       0.0000       0:0:49   
   1260       0.6166       0.0027       0.3768       0.0039        6075        0.0006       0.6377       0.3543       0.3572       0.0000       0:0:48   
   1270       0.6296       0.0031       0.3580       0.0093        5905        0.0006       0.7235       0.3801       0.3444       0.0000       0:0:48   
   1280       0.6040       0.0024       0.3836       0.0101        6355        0.0005       0.7542       0.3821       0.3362       0.0000       0:0:47   
   1290       0.5811       0.0017       0.4043       0.0128        6680        0.0005       0.5003       0.4377       0.4667       0.0000       0:0:47   
   1300       0.5897       0.0021       0.3945       0.0137        6558        0.0006       0.5885       0.5048       0.4617       0.0000       0:0:46   
   1310       0.5732       0.0045       0.4115       0.0107        6818        0.0006       0.5922       0.4622       0.4384       0.0000       0:0:53   
   1320       0.5925       0.0040       0.3900       0.0136        6622        0.0005       0.6254       0.4574       0.4224       0.0000       0:0:52   
   1330       0.5613       0.0107       0.4172       0.0108        7024        0.0006       0.6667       0.4920       0.4246       0.0000       0:0:52   
   1340       0.5633       0.0160       0.4129       0.0078        7049        0.0006       0.5488       0.4492       0.4501       0.0000       0:0:51   
   1350       0.5510       0.0149       0.4258       0.0084        7245        0.0006       0.8180       0.4869       0.3731       0.0000       0:0:51   
   1360       0.5360       0.0190       0.4315       0.0135        7391        0.0006       0.6499       0.4916       0.4307       0.0000       0:0:50   
   1370       0.5480       0.0226       0.4129       0.0166        7199        0.0006       0.6937       0.5785       0.4547       0.0000       0:0:50   
   1380       0.5689       0.0136       0.4051       0.0124        6897        0.0005       0.6360       0.4257       0.4009       0.0000       0:0:49   
   1390       0.5694       0.0169       0.4059       0.0078        6931        0.0005       0.5864       0.4223       0.4187       0.0000       0:0:49   
   1400       0.5857       0.0159       0.3892       0.0092        6661        0.0005       0.6937       0.3751       0.3510       0.0000       0:0:49   
   1410       0.6053       0.0204       0.3673       0.0070        6227        0.0004       0.8468       0.2974       0.2599       0.0000       0:0:48   
   1420       0.5972       0.0211       0.3726       0.0090        6385        0.0004       0.5466       0.3144       0.3652       0.0000       0:0:54   
   1430       0.5820       0.0230       0.3852       0.0097        6716        0.0004       0.6963       0.3214       0.3158       0.0000       0:0:53   
   1440       0.5689       0.0246       0.4011       0.0054        6870        0.0004       0.7553       0.3186       0.2967       0.0000       0:0:53   
   1450       0.5576       0.0223       0.4111       0.0090        7033        0.0005       0.5257       0.3717       0.4142       0.0000       0:0:53   
   1460       0.5610       0.0196       0.4064       0.0130        7044        0.0004       0.7196       0.3669       0.3377       0.0000       0:0:52   
   1470       0.5581       0.0200       0.4078       0.0141        7008        0.0004       0.6497       0.3479       0.3488       0.0000       0:0:52   
   1480       0.5626       0.0163       0.4108       0.0103        6911        0.0003       0.7512       0.2899       0.2785       0.0000       0:0:51   
   1490       0.5780       0.0140       0.3905       0.0175        6764        0.0003       0.5937       0.2554       0.3008       0.0000       0:0:51   
   1500       0.5861       0.0124       0.3849       0.0166        6547        0.0003       0.6884       0.3166       0.3150       0.0000       0:0:51   
   1510       0.5798       0.0190       0.3818       0.0194        6669        0.0003       0.5878       0.3180       0.3511       0.0000       0:0:50   
   1520       0.6066       0.0266       0.3439       0.0229        6316        0.0004       0.6894       0.2903       0.2963       0.0000       0:0:50   
   1530       0.6052       0.0196       0.3467       0.0285        6176        0.0004       0.6832       0.3398       0.3322       0.0000       0:0:49   
   1540       0.5890       0.0131       0.3658       0.0321        6524        0.0004       0.6984       0.3897       0.3582       0.0000       0:0:54   
   1550       0.5639       0.0167       0.3751       0.0443        6844        0.0003       0.6265       0.3763       0.3753       0.0000       0:0:54   
   1560       0.5251       0.0150       0.4133       0.0466        7481        0.0003       0.8094       0.4236       0.3435       0.0000       0:0:54   
   1570       0.5462       0.0163       0.3927       0.0448        7321        0.0003       0.6800       0.3454       0.3368       0.0000       0:0:53   
   1580       0.5242       0.0201       0.4027       0.0530        7596        0.0003       0.6656       0.3752       0.3605       0.0000       0:0:53   
   1590       0.5172       0.0266       0.4133       0.0429        7646        0.0003       0.7720       0.3681       0.3229       0.0000       0:0:52   
   1600       0.5042       0.0394       0.4247       0.0317        7907        0.0003       0.6958       0.3391       0.3276       0.0000       0:0:52   
   1610       0.4384       0.0452       0.4787       0.0376        8900        0.0003       0.7491       0.3940       0.3447       0.0000       0:0:52   
   1620       0.4579       0.0340       0.4781       0.0300        8634        0.0003       0.7763       0.3984       0.3392       0.0000       0:0:51   
   1630       0.4698       0.0276       0.4694       0.0332        8367        0.0003       0.7351       0.4126       0.3595       0.0000       0:0:51   
   1640       0.4681       0.0304       0.4515       0.0501        8556        0.0003       0.6261       0.4566       0.4217       0.0000       0:0:50   
   1650       0.4505       0.0288       0.4663       0.0544        8719        0.0003       0.7947       0.5054       0.3887       0.0000       0:0:55   
   1660       0.4748       0.0232       0.4495       0.0525        8304        0.0003       0.5582       0.5097       0.4773       0.0000       0:0:55   
   1670       0.4894       0.0315       0.4416       0.0375        8156        0.0003       0.6130       0.4442       0.4202       0.0000       0:0:54   
   1680       0.4858       0.0275       0.4551       0.0317        8306        0.0003       0.9838       0.4009       0.2895       0.0000       0:0:54   
   1690       0.4667       0.0271       0.4683       0.0379        8564        0.0003       0.8081       0.3592       0.3077       0.0000       0:0:54   
   1700       0.5111       0.0177       0.4411       0.0301        7810        0.0003       0.6294       0.2980       0.3214       0.0000       0:0:53   
   1710       0.5027       0.0181       0.4494       0.0298        7838        0.0003       0.8111       0.3294       0.2888       0.0000       0:0:53   
   1720       0.4873       0.0151       0.4788       0.0188        8240        0.0003       0.6035       0.2959       0.3290       0.0000       0:0:52   
   1730       0.4768       0.0136       0.4946       0.0150        8199        0.0003       0.7468       0.3197       0.2998       0.0000       0:0:52   
   1740       0.4525       0.0198       0.5122       0.0155        8772        0.0003       0.6764       0.2825       0.2946       0.0000       0:0:52   
   1750       0.4460       0.0260       0.5155       0.0125        8856        0.0003       0.6289       0.3050       0.3266       0.0000       0:0:51   
   1760       0.4530       0.0194       0.5137       0.0139        8755        0.0003       0.6503       0.2986       0.3147       0.0000       0:0:56   
   1770       0.4152       0.0182       0.5555       0.0111        9271        0.0003       0.6586       0.3316       0.3349       0.0000       0:0:55   
   1780       0.4147       0.0190       0.5574       0.0089        9254        0.0003       0.6365       0.3132       0.3298       0.0000       0:0:55   
   1790       0.4042       0.0267       0.5573       0.0117        9441        0.0003       0.7675       0.2939       0.2769       0.0000       0:0:55   
   1800       0.3921       0.0265       0.5744       0.0069        9562        0.0003       0.8838       0.3019       0.2546       0.0000       0:0:54   
   1810       0.3931       0.0183       0.5792       0.0094        9703        0.0003       0.7424       0.3190       0.3005       0.0000       0:0:54   
   1820       0.3922       0.0183       0.5788       0.0107        9596        0.0003       0.5241       0.2763       0.3451       0.0000       0:0:53   
   1830       0.3719       0.0185       0.5967       0.0128        10017       0.0002       0.7626       0.2846       0.2717       0.0000       0:0:53   
   1840       0.3727       0.0175       0.5959       0.0138        9964        0.0002       0.8097       0.2451       0.2324       0.0000       0:0:53   
   1850       0.4040       0.0210       0.5635       0.0114        9516        0.0002       0.6005       0.2693       0.3096       0.0000       0:0:52   
   1860       0.4186       0.0264       0.5429       0.0121        9264        0.0002       0.6986       0.2349       0.2516       0.0000       0:0:56   
   1870       0.4236       0.0258       0.5356       0.0150        9173        0.0002       0.6178       0.2371       0.2774       0.0000       0:0:56   
   1880       0.4300       0.0238       0.5329       0.0133        9102        0.0002       0.7775       0.2197       0.2203       0.0000       0:0:56   
   1890       0.4302       0.0289       0.5348       0.0060        9088        0.0002       0.6866       0.1838       0.2112       0.0000       0:0:55   
   1900       0.4494       0.0313       0.5109       0.0083        8849        0.0002       0.6829       0.1844       0.2126       0.0000       0:0:55   
   1910       0.4498       0.0345       0.5069       0.0088        8724        0.0002       0.7839       0.2056       0.2078       0.0000       0:0:55   
   1920       0.4621       0.0267       0.5038       0.0074        8612        0.0002       0.7103       0.2232       0.2391       0.0000       0:0:54   
   1930       0.4643       0.0188       0.5081       0.0088        8534        0.0003       0.7011       0.2446       0.2587       0.0000       0:0:54   
   1940       0.4473       0.0140       0.5237       0.0150        8712        0.0003       0.7753       0.3031       0.2811       0.0000       0:0:54   
   1950       0.4677       0.0085       0.5050       0.0187        8551        0.0003       0.6555       0.3043       0.3170       0.0000       0:0:53   
   1960       0.4540       0.0141       0.5166       0.0153        8664        0.0003       0.8467       0.2832       0.2506       0.0000       0:0:53   
   1970       0.4574       0.0219       0.4992       0.0215        8737        0.0003       0.8476       0.2962       0.2590       0.0000       0:0:57   
   1980       0.4534       0.0226       0.5017       0.0223        8725        0.0003       0.8078       0.2965       0.2685       0.0000       0:0:56   
   1990       0.4515       0.0266       0.5023       0.0196        8768        0.0003       0.6782       0.2885       0.2984       0.0000       0:0:56   
   2000       0.4604       0.0329       0.4860       0.0207        8662        0.0003       0.7158       0.2828       0.2832       0.0000       0:0:56   
   2010       0.4999       0.0270       0.4568       0.0163        8096        0.0003       0.7373       0.2413       0.2466       0.0000       0:0:55   
   2020       0.5009       0.0266       0.4611       0.0114        8006        0.0003       0.6521       0.2427       0.2712       0.0000       0:0:55   
   2030       0.4912       0.0163       0.4835       0.0090        8131        0.0003       0.7636       0.2441       0.2422       0.0000       0:0:54   
   2040       0.4964       0.0186       0.4815       0.0036        7973        0.0003       0.6920       0.2306       0.2499       0.0000       0:0:54   
   2050       0.5241       0.0150       0.4536       0.0073        7579        0.0003       0.7668       0.2171       0.2207       0.0000       0:0:54   
   2060       0.5422       0.0137       0.4371       0.0070        7270        0.0003       0.6622       0.2370       0.2636       0.0000       0:0:53   
   2070       0.5669       0.0166       0.4099       0.0066        6929        0.0003       0.7112       0.1865       0.2077       0.0000       0:0:53   
   2080       0.5325       0.0167       0.4417       0.0092        7288        0.0003       0.6142       0.2178       0.2618       0.0000       0:0:57   
   2090       0.5278       0.0157       0.4403       0.0161        7527        0.0002       0.6684       0.2040       0.2338       0.0000       0:0:56   
   2100       0.5320       0.0146       0.4286       0.0248        7306        0.0002       0.7908       0.2425       0.2347       0.0000       0:0:56   
